customer_id,sale_id,sale_date,amount
292,80,01/04/25,"$287,762.00"
297,81,01/12/25,"$410,750.00"
300,82,01/08/25,"$306,251.00"
301,83,01/11/25,"$447,421.00"
303,84,01/12/25,"$234,469.00"
305,85,01/16/25,"$510,321.00"
307,86,01/08/25,"$297,712.00"
308,87,01/03/25,"$425,880.00"
315,88,01/08/25,"$326,309.00"
322,89,01/04/25,"$495,133.00"
324,90,01/04/25,"$238,409.00"
329,91,01/08/25,"$409,040.00"
330,92,01/04/25,"$469,006.00"
335,93,01/14/25,"$382,211.00"
344,94,01/09/25,"$272,765.00"
345,95,01/09/25,"$395,188.00"
355,96,01/08/25,"$321,197.00"
361,97,01/12/25,"$291,030.00"
364,98,01/05/25,"$345,194.00"
366,99,01/19/25,"$308,126.00"
369,100,01/11/25,"$310,848.00"
375,101,01/06/25,"$447,717.00"
387,102,01/13/25,"$519,571.00"
390,103,01/07/25,"$376,932.00"
394,104,01/07/25,"$246,319.00"
401,105,01/09/25,"$437,611.00"
405,106,01/11/25,"$495,823.00"
406,107,01/15/25,"$250,220.00"
409,108,01/09/25,"$443,605.00"
411,109,01/07/25,"$326,599.00"
418,110,01/15/25,"$351,745.00"
420,111,01/04/25,"$246,071.00"
423,112,01/14/25,"$367,010.00"
427,113,01/06/25,"$232,409.00"
429,114,01/04/25,"$252,247.00"
434,115,01/11/25,"$310,966.00"
436,116,01/19/25,"$317,047.00"
443,117,01/12/25,"$336,395.00"
449,118,01/11/25,"$282,794.00"
458,119,01/13/25,"$481,895.00"
462,120,01/16/25,"$349,160.00"
464,121,01/16/25,"$314,378.00"
469,122,01/18/25,"$358,166.00"
471,123,01/06/25,"$415,837.00"
472,124,01/13/25,"$485,749.00"
477,125,01/06/25,"$331,994.00"
482,126,01/11/25,"$227,618.00"
487,127,01/09/25,"$267,425.00"
488,128,01/12/25,"$347,040.00"
491,129,01/11/25,"$340,233.00"
494,130,01/15/25,"$375,675.00"
496,131,01/05/25,"$438,830.00"
500,132,01/08/25,"$262,522.00"
501,133,01/09/25,"$458,821.00"
504,134,01/16/25,"$361,096.00"
505,135,01/05/25,"$338,982.00"
508,136,01/16/25,"$366,888.00"
510,137,01/07/25,"$497,096.00"
512,138,01/18/25,"$347,235.00"
514,139,01/09/25,"$470,879.00"
515,140,01/13/25,"$267,780.00"
523,141,01/11/25,"$302,278.00"
526,142,01/04/25,"$275,947.00"
527,143,01/15/25,"$280,806.00"
533,144,01/15/25,"$346,596.00"
534,145,01/09/25,"$433,359.00"
544,146,01/18/25,"$404,196.00"
547,147,01/13/25,"$324,082.00"
548,148,01/16/25,"$402,609.00"
552,149,01/10/25,"$250,315.00"
560,150,01/11/25,"$366,332.00"
562,151,01/08/25,"$250,348.00"
569,152,01/11/25,"$495,770.00"
579,153,01/08/25,"$329,816.00"
580,154,01/12/25,"$386,423.00"
581,155,01/15/25,"$507,407.00"
586,156,01/09/25,"$468,360.00"
596,157,01/07/25,"$326,179.00"
602,158,01/09/25,"$396,548.00"
604,159,01/10/25,"$362,639.00"
606,160,01/12/25,"$412,592.00"
607,161,01/15/25,"$492,363.00"
611,162,01/09/25,"$351,463.00"
612,163,01/12/25,"$521,444.00"
615,164,01/07/25,"$449,373.00"
618,165,01/08/25,"$348,808.00"
619,166,01/12/25,"$412,381.00"
621,167,01/06/25,"$405,750.00"
622,168,01/14/25,"$306,801.00"
625,169,01/12/25,"$223,332.00"
629,170,01/11/25,"$325,873.00"
632,171,01/11/25,"$399,837.00"
640,172,01/09/25,"$464,798.00"
647,173,01/14/25,"$237,890.00"
649,174,01/08/25,"$223,842.00"
651,175,01/12/25,"$394,047.00"
653,176,01/13/25,"$274,525.00"
658,177,01/06/25,"$281,575.00"
674,178,01/10/25,"$369,905.00"
677,179,01/05/25,"$229,505.00"
679,180,01/16/25,"$299,016.00"
680,181,01/20/25,"$295,379.00"
689,182,01/08/25,"$228,448.00"
692,183,01/13/25,"$446,136.00"
694,184,01/09/25,"$407,038.00"
700,185,01/16/25,"$349,551.00"
707,186,01/12/25,"$428,225.00"
709,187,01/12/25,"$294,913.00"
714,188,01/15/25,"$369,357.00"
715,189,01/14/25,"$432,529.00"
718,190,01/11/25,"$282,444.00"
721,191,01/08/25,"$314,032.00"
722,192,01/06/25,"$489,646.00"
728,193,01/08/25,"$327,816.00"
729,194,01/08/25,"$242,016.00"
731,195,01/09/25,"$393,446.00"
736,196,01/13/25,"$428,228.00"
740,197,01/09/25,"$447,481.00"
741,198,01/09/25,"$508,039.00"
742,199,01/16/25,"$254,432.00"
744,200,01/07/25,"$237,721.00"
746,201,01/14/25,"$390,528.00"
748,202,01/08/25,"$236,330.00"
749,203,01/16/25,"$247,085.00"
753,204,01/11/25,"$520,233.00"
764,205,01/11/25,"$282,060.00"
765,206,01/14/25,"$267,190.00"
766,207,01/09/25,"$279,880.00"
769,208,01/15/25,"$344,985.00"
772,209,01/07/25,"$237,373.00"
773,210,01/07/25,"$242,279.00"
774,211,01/13/25,"$356,306.00"
777,212,01/18/25,"$329,491.00"
779,213,01/15/25,"$309,572.00"
785,214,01/08/25,"$494,314.00"
788,215,01/16/25,"$272,801.00"
789,216,01/14/25,"$267,646.00"
794,217,01/15/25,"$362,451.00"
795,218,01/14/25,"$468,056.00"
797,219,01/11/25,"$274,768.00"
798,220,01/21/25,"$283,251.00"
803,221,01/16/25,"$368,143.00"
810,222,01/06/25,"$247,483.00"
813,223,01/12/25,"$310,548.00"
814,224,01/09/25,"$241,077.00"
821,225,01/16/25,"$408,515.00"
832,226,01/09/25,"$274,911.00"
841,227,01/11/25,"$400,262.00"
851,228,01/20/25,"$521,362.00"
856,229,01/07/25,"$253,698.00"
860,230,01/09/25,"$366,977.00"
865,231,01/14/25,"$481,913.00"
869,232,01/18/25,"$384,667.00"
873,233,01/11/25,"$428,345.00"
887,234,01/16/25,"$510,565.00"
889,235,01/15/25,"$393,473.00"
904,236,01/14/25,"$277,023.00"
905,237,01/13/25,"$296,520.00"
908,238,01/16/25,"$235,089.00"
913,239,01/17/25,"$409,926.00"
920,240,01/14/25,"$369,282.00"
921,241,01/08/25,"$462,234.00"
925,242,01/14/25,"$483,546.00"
927,243,01/16/25,"$391,246.00"
933,244,01/11/25,"$224,405.00"
939,245,01/13/25,"$379,287.00"
940,246,01/09/25,"$403,734.00"
941,247,01/09/25,"$291,036.00"
947,248,01/11/25,"$364,851.00"
948,249,01/14/25,"$254,527.00"
955,250,01/20/25,"$316,455.00"
956,251,01/11/25,"$301,794.00"
957,252,01/11/25,"$448,690.00"
958,253,01/14/25,"$514,206.00"
959,254,01/15/25,"$288,743.00"
960,255,01/07/25,"$276,596.00"
964,256,01/14/25,"$490,993.00"
973,257,01/14/25,"$403,284.00"
974,258,01/10/25,"$270,471.00"
976,259,01/14/25,"$287,482.00"
980,260,01/09/25,"$228,560.00"
982,261,01/08/25,"$311,653.00"
983,262,01/19/25,"$467,924.00"
987,263,01/15/25,"$283,784.00"
989,264,01/12/25,"$369,157.00"
995,265,01/16/25,"$447,390.00"
1005,266,01/08/25,"$339,666.00"
1010,267,01/16/25,"$223,711.00"
1013,268,01/17/25,"$404,406.00"
1016,269,01/08/25,"$424,842.00"
1017,270,01/16/25,"$298,660.00"
1022,271,01/12/25,"$393,680.00"
1026,272,01/16/25,"$501,051.00"
1030,273,01/11/25,"$423,514.00"
1031,274,01/12/25,"$506,734.00"
1033,275,01/18/25,"$505,943.00"
1042,276,01/12/25,"$224,020.00"
1044,277,01/07/25,"$367,518.00"
1052,278,01/12/25,"$266,333.00"
1057,279,01/19/25,"$457,072.00"
1058,280,01/18/25,"$412,205.00"
1062,281,01/11/25,"$396,720.00"
1065,282,01/16/25,"$361,669.00"
1068,283,01/18/25,"$520,628.00"
1072,284,01/18/25,"$467,121.00"
1073,285,01/12/25,"$409,571.00"
1077,286,01/11/25,"$283,294.00"
1078,287,01/16/25,"$301,477.00"
1083,288,01/11/25,"$384,888.00"
1099,289,01/20/25,"$453,796.00"
1115,290,01/12/25,"$436,576.00"
1116,291,01/17/25,"$448,261.00"
1117,292,01/22/25,"$351,091.00"
1118,293,01/12/25,"$275,886.00"
1123,294,01/09/25,"$421,020.00"
1127,295,01/16/25,"$234,674.00"
1129,296,01/11/25,"$283,722.00"
1131,297,01/15/25,"$229,729.00"
1134,298,01/17/25,"$225,370.00"
1136,299,01/11/25,"$465,940.00"
1141,300,01/08/25,"$223,957.00"
1142,301,01/12/25,"$224,292.00"
1148,302,01/15/25,"$361,691.00"
1150,303,01/15/25,"$297,802.00"
1151,304,01/09/25,"$326,816.00"
1154,305,01/11/25,"$270,198.00"
1163,306,01/15/25,"$292,579.00"
1166,307,01/15/25,"$242,173.00"
1169,308,01/10/25,"$227,678.00"
1172,309,01/18/25,"$471,830.00"
1173,310,01/12/25,"$355,135.00"
1174,311,01/15/25,"$415,614.00"
1177,312,01/11/25,"$320,214.00"
1179,313,01/10/25,"$440,315.00"
1181,314,01/12/25,"$306,419.00"
1188,315,01/12/25,"$265,908.00"
1200,316,01/22/25,"$255,469.00"
1201,317,01/13/25,"$304,967.00"
1204,318,01/15/25,"$403,906.00"
1210,319,01/20/25,"$473,897.00"
1213,320,01/20/25,"$411,121.00"
1215,321,01/15/25,"$360,279.00"
1217,322,01/10/25,"$286,838.00"
1221,323,01/15/25,"$461,277.00"
1243,324,01/13/25,"$301,936.00"
1245,325,01/14/25,"$517,745.00"
1246,326,01/16/25,"$447,297.00"
1253,327,01/11/25,"$426,809.00"
1259,328,01/14/25,"$314,793.00"
1286,329,01/13/25,"$278,250.00"
1289,330,01/19/25,"$412,466.00"
1293,331,01/18/25,"$385,813.00"
1296,332,01/20/25,"$225,469.00"
1306,333,01/14/25,"$300,125.00"
1307,334,01/19/25,"$466,634.00"
1312,335,01/18/25,"$323,668.00"
1319,336,01/15/25,"$241,402.00"
1320,337,01/14/25,"$289,071.00"
1321,338,01/16/25,"$362,464.00"
1323,339,01/13/25,"$339,648.00"
1330,340,01/19/25,"$436,696.00"
1337,341,01/13/25,"$300,478.00"
1338,342,01/20/25,"$460,676.00"
1343,343,01/11/25,"$429,215.00"
1344,344,01/18/25,"$317,746.00"
1351,345,01/12/25,"$370,763.00"
1353,346,01/15/25,"$521,847.00"
1359,347,01/16/25,"$312,458.00"
1365,348,01/14/25,"$514,845.00"
1367,349,01/14/25,"$280,363.00"
1369,350,01/14/25,"$366,217.00"
1370,351,01/12/25,"$292,402.00"
1371,352,01/16/25,"$387,272.00"
1372,353,01/14/25,"$332,745.00"
1379,354,01/16/25,"$246,615.00"
1387,355,01/16/25,"$509,531.00"
1390,356,01/18/25,"$305,029.00"
1393,357,01/13/25,"$274,246.00"
1398,358,01/16/25,"$430,867.00"
1400,359,01/12/25,"$330,507.00"
1401,360,01/12/25,"$413,331.00"
1403,361,01/16/25,"$516,625.00"
1408,362,01/14/25,"$261,384.00"
1411,363,01/25/25,"$310,075.00"
1419,364,01/14/25,"$331,552.00"
1423,365,01/13/25,"$302,740.00"
1424,366,01/18/25,"$294,524.00"
1427,367,01/15/25,"$367,895.00"
1428,368,01/22/25,"$496,396.00"
1433,369,01/11/25,"$447,920.00"
1440,370,01/22/25,"$501,923.00"
1442,371,01/13/25,"$454,692.00"
1445,372,01/21/25,"$359,955.00"
1449,373,01/22/25,"$276,830.00"
1454,374,01/14/25,"$510,251.00"
1456,375,01/12/25,"$397,496.00"
1457,376,01/16/25,"$500,387.00"
1460,377,01/11/25,"$343,553.00"
1463,378,01/23/25,"$301,281.00"
1467,379,01/11/25,"$344,840.00"
1469,380,01/15/25,"$276,878.00"
1479,381,01/18/25,"$434,409.00"
1482,382,01/14/25,"$257,793.00"
1489,383,01/19/25,"$434,207.00"
1490,384,01/13/25,"$238,182.00"
1492,385,01/14/25,"$337,037.00"
1497,386,01/26/25,"$249,669.00"
1505,387,01/19/25,"$227,018.00"
1506,388,01/14/25,"$378,048.00"
1511,389,01/19/25,"$485,449.00"
1519,390,01/19/25,"$320,360.00"
1520,391,01/19/25,"$262,899.00"
1521,392,01/14/25,"$513,922.00"
1528,393,01/18/25,"$411,209.00"
1531,394,01/13/25,"$468,729.00"
1536,395,01/21/25,"$375,058.00"
1553,396,01/12/25,"$504,513.00"
1561,397,01/11/25,"$224,175.00"
1562,398,01/18/25,"$430,390.00"
1563,399,01/15/25,"$500,649.00"
1567,400,01/23/25,"$521,781.00"
1573,401,01/20/25,"$282,216.00"
1576,402,01/12/25,"$272,867.00"
1577,403,01/18/25,"$467,946.00"
1589,404,01/14/25,"$397,044.00"
1593,405,01/21/25,"$290,051.00"
1595,406,01/18/25,"$295,171.00"
1600,407,01/25/25,"$519,262.00"
1603,408,01/17/25,"$497,964.00"
1607,409,01/21/25,"$334,503.00"
1615,410,01/15/25,"$446,759.00"
1617,411,01/18/25,"$278,950.00"
1622,412,01/12/25,"$375,128.00"
1623,413,01/15/25,"$509,465.00"
1624,414,01/15/25,"$416,752.00"
1628,415,01/18/25,"$508,281.00"
1632,416,01/19/25,"$302,649.00"
1635,417,01/21/25,"$231,051.00"
1637,418,01/20/25,"$236,459.00"
1645,419,01/21/25,"$494,796.00"
1646,420,01/15/25,"$397,657.00"
1651,421,01/21/25,"$442,178.00"
1652,422,01/12/25,"$338,550.00"
1653,423,01/21/25,"$274,012.00"
1659,424,01/13/25,"$407,194.00"
1663,425,01/16/25,"$385,295.00"
1666,426,01/12/25,"$452,686.00"
1668,427,01/11/25,"$359,250.00"
1669,428,01/19/25,"$280,618.00"
1670,429,01/16/25,"$359,558.00"
1674,430,01/20/25,"$509,620.00"
1679,431,01/13/25,"$306,750.00"
1680,432,01/23/25,"$387,019.00"
1682,433,01/19/25,"$471,034.00"
1683,434,01/18/25,"$472,697.00"
1684,435,01/15/25,"$452,975.00"
1685,436,01/19/25,"$431,834.00"
1686,437,01/20/25,"$500,705.00"
1687,438,01/20/25,"$242,082.00"
1689,439,01/19/25,"$343,899.00"
1693,440,01/26/25,"$340,829.00"
1694,441,01/18/25,"$404,627.00"
1697,442,01/12/25,"$427,803.00"
1698,443,01/15/25,"$377,610.00"
1707,444,01/15/25,"$406,037.00"
1708,445,01/23/25,"$231,847.00"
1709,446,01/18/25,"$237,447.00"
1710,447,01/16/25,"$432,025.00"
1712,448,01/14/25,"$339,322.00"
1713,449,01/14/25,"$414,473.00"
1714,450,01/21/25,"$304,507.00"
1724,451,01/13/25,"$447,225.00"
1729,452,01/21/25,"$228,803.00"
1730,453,01/16/25,"$461,248.00"
1731,454,01/14/25,"$411,122.00"
1736,455,01/20/25,"$374,939.00"
1740,456,01/21/25,"$412,593.00"
1743,457,01/18/25,"$282,992.00"
1744,458,01/22/25,"$471,643.00"
1748,459,01/18/25,"$225,690.00"
1756,460,01/26/25,"$380,029.00"
1759,461,01/15/25,"$350,914.00"
1762,462,01/16/25,"$454,102.00"
1764,463,01/22/25,"$261,996.00"
1765,464,01/18/25,"$312,264.00"
1767,465,01/18/25,"$490,831.00"
1768,466,01/12/25,"$292,246.00"
1777,467,01/19/25,"$269,408.00"
1779,468,01/15/25,"$362,644.00"
1780,469,01/15/25,"$265,787.00"
1784,470,01/18/25,"$396,890.00"
1786,471,01/24/25,"$353,040.00"
1790,472,01/15/25,"$352,226.00"
1792,473,01/20/25,"$354,719.00"
1793,474,01/25/25,"$419,670.00"
1795,475,01/15/25,"$437,556.00"
1796,476,01/20/25,"$300,706.00"
1799,477,01/23/25,"$488,121.00"
1800,478,01/16/25,"$494,635.00"
1802,479,01/23/25,"$414,209.00"
1805,480,01/21/25,"$506,534.00"
1812,481,01/20/25,"$374,567.00"
1820,482,01/19/25,"$223,007.00"
1822,483,01/18/25,"$491,445.00"
1825,484,01/25/25,"$280,835.00"
1830,485,01/15/25,"$335,406.00"
1831,486,01/12/25,"$379,955.00"
1843,487,01/26/25,"$225,751.00"
1844,488,01/24/25,"$330,653.00"
1847,489,01/21/25,"$353,573.00"
1852,490,01/18/25,"$414,074.00"
1856,491,01/16/25,"$452,459.00"
1859,492,01/15/25,"$273,152.00"
1862,493,01/21/25,"$423,200.00"
1865,494,01/22/25,"$463,809.00"
1872,495,01/23/25,"$318,816.00"
1875,496,01/21/25,"$459,486.00"
1878,497,01/15/25,"$270,849.00"
1883,498,01/13/25,"$428,463.00"
1895,499,01/23/25,"$230,583.00"
1899,500,01/23/25,"$247,012.00"
1907,501,01/23/25,"$496,058.00"
1911,502,01/18/25,"$223,623.00"
1912,503,01/15/25,"$254,649.00"
1914,504,01/14/25,"$269,151.00"
1916,505,01/15/25,"$400,956.00"
1920,506,01/22/25,"$501,025.00"
1923,507,01/20/25,"$319,051.00"
1924,508,01/18/25,"$358,229.00"
1930,509,01/25/25,"$405,509.00"
1932,510,01/22/25,"$223,625.00"
1933,511,01/21/25,"$502,511.00"
1934,512,01/23/25,"$518,031.00"
1936,513,01/16/25,"$507,767.00"
1938,514,01/15/25,"$499,917.00"
1939,515,01/22/25,"$424,962.00"
1940,516,01/20/25,"$319,774.00"
1950,517,01/14/25,"$385,045.00"
1963,518,01/19/25,"$270,705.00"
1966,519,01/19/25,"$356,368.00"
1967,520,01/16/25,"$280,740.00"
1978,521,01/17/25,"$499,940.00"
1979,522,01/21/25,"$341,106.00"
1982,523,01/26/25,"$399,510.00"
1987,524,01/22/25,"$472,907.00"
1990,525,01/22/25,"$364,703.00"
1995,526,01/27/25,"$423,129.00"
1997,527,01/15/25,"$240,712.00"
1999,528,01/22/25,"$430,069.00"
2009,529,01/16/25,"$259,511.00"
2025,530,01/19/25,"$321,590.00"
2028,531,01/15/25,"$420,001.00"
2029,532,01/17/25,"$314,249.00"
2035,533,01/21/25,"$245,750.00"
2038,534,01/25/25,"$279,534.00"
2051,535,01/20/25,"$261,838.00"
2062,536,01/15/25,"$381,264.00"
2064,537,01/26/25,"$339,391.00"
2070,538,01/18/25,"$362,167.00"
2074,539,01/21/25,"$298,607.00"
2075,540,01/23/25,"$307,512.00"
2078,541,01/18/25,"$249,502.00"
2080,542,01/15/25,"$261,356.00"
2085,543,01/23/25,"$439,415.00"
2088,544,01/18/25,"$403,434.00"
2089,545,01/20/25,"$227,118.00"
2092,546,01/14/25,"$291,314.00"
2095,547,01/26/25,"$381,386.00"
2096,548,01/14/25,"$476,897.00"
2097,549,01/16/25,"$507,986.00"
2101,550,01/23/25,"$420,386.00"
2106,551,01/29/25,"$405,964.00"
2109,552,01/25/25,"$308,638.00"
2113,553,01/16/25,"$245,303.00"
2114,554,01/15/25,"$367,806.00"
2119,555,01/16/25,"$307,643.00"
2122,556,01/27/25,"$328,522.00"
2124,557,01/18/25,"$236,000.00"
2125,558,01/19/25,"$328,673.00"
2126,559,01/16/25,"$349,179.00"
2127,560,01/19/25,"$265,532.00"
2128,561,01/18/25,"$518,415.00"
2132,562,01/27/25,"$408,010.00"
2141,563,01/21/25,"$495,927.00"
2142,564,01/21/25,"$409,984.00"
2146,565,01/20/25,"$429,101.00"
2148,566,01/28/25,"$236,713.00"
2149,567,01/23/25,"$454,657.00"
2151,568,01/22/25,"$442,233.00"
2154,569,01/18/25,"$348,475.00"
2155,570,01/19/25,"$383,459.00"
2157,571,01/19/25,"$255,094.00"
2158,572,01/19/25,"$324,064.00"
2165,573,01/18/25,"$466,536.00"
2173,574,01/23/25,"$297,718.00"
2174,575,01/16/25,"$462,061.00"
2175,576,01/19/25,"$391,562.00"
2178,577,01/29/25,"$227,425.00"
2179,578,01/25/25,"$345,352.00"
2181,579,01/19/25,"$441,063.00"
2184,580,01/20/25,"$399,921.00"
2185,581,01/20/25,"$474,535.00"
2194,582,01/27/25,"$431,250.00"
2195,583,01/22/25,"$247,569.00"
2198,584,01/27/25,"$451,088.00"
2200,585,01/20/25,"$431,331.00"
2203,586,01/16/25,"$515,352.00"
2208,587,01/22/25,"$343,318.00"
2209,588,01/23/25,"$470,229.00"
2210,589,01/29/25,"$472,713.00"
2212,590,01/20/25,"$492,170.00"
2214,591,01/23/25,"$475,297.00"
2217,592,01/21/25,"$248,249.00"
2221,593,01/28/25,"$475,852.00"
2223,594,01/19/25,"$287,557.00"
2225,595,01/15/25,"$224,900.00"
2227,596,01/16/25,"$324,803.00"
2232,597,01/18/25,"$400,494.00"
2233,598,01/25/25,"$372,348.00"
2234,599,01/20/25,"$331,809.00"
2250,600,01/25/25,"$501,897.00"
2252,601,01/20/25,"$395,118.00"
2255,602,01/15/25,"$247,060.00"
2256,603,01/21/25,"$235,515.00"
2275,604,01/21/25,"$389,906.00"
2280,605,01/22/25,"$401,840.00"
2283,606,01/19/25,"$467,802.00"
2284,607,01/15/25,"$429,340.00"
2290,608,01/21/25,"$342,334.00"
2292,609,01/26/25,"$469,380.00"
2297,610,01/22/25,"$248,761.00"
2299,611,01/25/25,"$448,974.00"
2301,612,01/18/25,"$449,523.00"
2312,613,01/18/25,"$447,742.00"
2315,614,01/20/25,"$481,815.00"
2322,615,01/18/25,"$472,520.00"
2328,616,01/15/25,"$266,231.00"
2331,617,01/27/25,"$301,515.00"
2332,618,01/23/25,"$251,459.00"
2345,619,01/28/25,"$397,599.00"
2346,620,01/22/25,"$461,139.00"
2349,621,01/21/25,"$380,268.00"
2351,622,01/19/25,"$505,603.00"
2358,623,01/26/25,"$439,556.00"
2359,624,01/27/25,"$362,421.00"
2364,625,01/25/25,"$490,005.00"
2365,626,01/28/25,"$473,184.00"
2367,627,01/27/25,"$238,390.00"
2372,628,01/26/25,"$240,202.00"
2375,629,01/26/25,"$394,579.00"
2379,630,01/18/25,"$399,053.00"
2380,631,01/20/25,"$248,988.00"
2384,632,01/25/25,"$287,426.00"
2385,633,01/19/25,"$306,411.00"
2389,634,01/27/25,"$348,010.00"
2401,635,01/22/25,"$330,491.00"
2408,636,01/25/25,"$341,128.00"
2414,637,01/18/25,"$512,530.00"
2416,638,01/22/25,"$431,719.00"
2418,639,01/21/25,"$353,601.00"
2421,640,01/17/25,"$292,349.00"
2427,641,01/25/25,"$477,275.00"
2428,642,01/16/25,"$334,725.00"
2435,643,01/19/25,"$358,970.00"
2436,644,01/19/25,"$253,999.00"
2438,645,01/29/25,"$455,722.00"
2440,646,01/16/25,"$423,586.00"
2443,647,01/22/25,"$278,550.00"
2447,648,01/21/25,"$475,652.00"
2462,649,01/18/25,"$374,790.00"
2464,650,01/29/25,"$224,530.00"
2470,651,01/23/25,"$266,213.00"
2472,652,01/20/25,"$246,065.00"
2474,653,01/21/25,"$358,027.00"
2475,654,01/20/25,"$363,116.00"
2480,655,01/20/25,"$377,271.00"
2484,656,01/25/25,"$264,432.00"
2491,657,01/17/25,"$507,727.00"
2499,658,01/19/25,"$504,408.00"
2501,659,01/22/25,"$281,124.00"
2502,660,01/22/25,"$361,366.00"
2510,661,01/25/25,"$242,944.00"
2515,662,01/21/25,"$428,296.00"
2517,663,01/20/25,"$515,603.00"
2518,664,01/21/25,"$342,427.00"
2519,665,01/27/25,"$518,518.00"
2524,666,01/18/25,"$242,352.00"
2525,667,01/20/25,"$296,417.00"
2527,668,01/23/25,"$357,522.00"
2528,669,01/26/25,"$230,541.00"
2532,670,01/18/25,"$247,969.00"
2535,671,01/23/25,"$249,565.00"
2536,672,01/27/25,"$369,770.00"
2537,673,01/28/25,"$453,778.00"
2545,674,01/25/25,"$412,165.00"
2546,675,01/21/25,"$480,371.00"
2547,676,01/26/25,"$413,010.00"
2548,677,01/21/25,"$303,904.00"
2550,678,01/26/25,"$439,470.00"
2562,679,01/27/25,"$456,822.00"
2565,680,01/18/25,"$462,949.00"
2566,681,01/19/25,"$293,791.00"
2569,682,01/28/25,"$394,455.00"
2570,683,01/28/25,"$306,012.00"
2576,684,01/30/25,"$285,210.00"
2581,685,01/22/25,"$271,096.00"
2587,686,01/20/25,"$339,302.00"
2597,687,01/23/25,"$348,564.00"
2600,688,01/22/25,"$237,386.00"
2605,689,01/22/25,"$499,892.00"
2610,690,01/29/25,"$309,043.00"
2611,691,01/20/25,"$278,519.00"
2612,692,01/18/25,"$450,522.00"
2614,693,01/26/25,"$232,614.00"
2618,694,01/19/25,"$517,548.00"
2620,695,01/21/25,"$240,098.00"
2624,696,01/22/25,"$343,414.00"
2626,697,01/20/25,"$225,835.00"
2628,698,01/20/25,"$346,937.00"
2639,699,01/19/25,"$416,681.00"
2641,700,01/20/25,"$269,996.00"
2643,701,01/22/25,"$298,409.00"
2645,702,01/21/25,"$319,345.00"
2648,703,01/29/25,"$239,167.00"
2649,704,01/19/25,"$354,002.00"
2650,705,01/24/25,"$245,209.00"
2656,706,01/21/25,"$457,878.00"
2665,707,01/23/25,"$305,530.00"
2667,708,01/20/25,"$322,941.00"
2676,709,01/23/25,"$413,999.00"
2679,710,01/18/25,"$299,335.00"
2680,711,01/17/25,"$505,932.00"
